0.36248076,-0.065865785,0.476365,0.34259102,0.22346757,0.31604013,0.01926044,0.41768724,0.30203354,-0.37934083,-0.4253645,0.5289647,0.020152194,0.39699426,0.13259003,0.008469834,0.022526473,-0.17906058,0.23844534
0.29515746,-50.209137,0.04270307,0.21598169,-0.33680382,0.09071174,0.32248348,-0.12706906,-0.24269389,0.10615525,-0.29609686,-0.1541934,-0.049813706,-0.20640218,-0.36655617,-54.847862,0.22687371,-42.58149,0.30261922
0.23974916,-2.918506,0.4806934,0.17527142,0.3179875,0.08112982,0.3379839,0.1344364,0.015520101,-0.39065894,0.06415269,0.28541383,0.75734717,0.08264468,0.18665501,-3.966956,0.1580619,-2.3746011,0.24313013
-0.40053415,-4.054213,0.19792584,0.1036565,-0.00540606,-0.29468384,0.037966534,-0.14871597,0.11412077,-0.20082869,-0.012787491,0.17947471,0.59702,0.39099875,0.423391,-4.9488254,-0.25180057,-3.6164613,-0.15103109
-0.20667954,-66.0347,0.29417244,0.124726504,-0.055622466,0.005258739,-0.27523288,0.01012678,-0.37853217,0.30629227,0.11150631,-0.08165644,0.39123794,-0.27549478,0.04816839,-71.64575,0.38704255,-56.901917,0.3467401
-0.051835444,-16.941177,0.040459163,-0.35394344,-0.16326517,0.06956616,0.19562587,0.399728,0.3882083,0.41744182,-0.12528923,-0.14630982,0.4078233,0.015205359,0.20866951,-18.999815,0.09925351,-12.628494,-0.18694496
-0.384688,18.656403,-0.24147955,-0.39563558,-0.3078661,0.1475626,0.56803364,0.27679554,0.23732276,-0.307991,0.07243422,0.10244807,0.19115585,0.21445556,-0.17547697,16.989494,0.3573748,18.854889,-0.1811027
-0.0492357,14.7909355,-0.2860961,0.34811512,-0.32574147,0.17536065,0.388444,-0.17450592,0.11897262,-0.36141285,0.12343261,-0.30659738,0.50341374,-0.13957994,0.25174806,13.288511,0.22881456,15.363673,0.40371567
0.36159194,12.935033,0.090433665,0.30509016,0.030927634,0.16614416,-0.17354444,0.11983996,0.18784054,0.1491038,-0.2569069,0.4076737,0.4705779,-0.2697081,-0.007733166,11.378696,0.06891647,15.054947,0.37490273
0.021794416,13.600949,0.4669032,0.13649723,0.325036,0.36814114,0.60112536,-0.024177568,0.009103589,0.13962416,0.057147324,-0.046506282,0.4958619,-0.11727873,-0.26901498,11.548506,0.45732632,13.653784,-0.27271777
-0.12405786,12.686907,-0.0906128,0.027083635,0.44651186,0.33611426,0.13142318,-0.19564675,-0.37824833,-0.30277786,-0.35328943,-0.21065065,0.2700396,0.18062285,-0.18004909,12.163408,-0.36320454,13.311193,-0.20623118
0.0757597,12.925523,-0.10570933,-0.2423026,0.17269675,0.067310005,0.13105291,-0.30951968,-0.15194322,-0.07158469,-0.39737535,-0.27871102,0.59200615,-0.16453584,0.2775884,10.765596,-0.30484825,14.164429,-0.24903792
0.25564256,12.6057005,-0.09885501,0.012139887,-0.207455,0.25655404,0.4862136,0.11482402,-0.09043638,0.38268608,-0.0040071905,0.3231261,0.35988325,0.49600327,0.22366652,11.472496,0.3429476,13.921227,0.20478666
